user_id,job_string,task_id,event_change,time_diff,session,task,job
AccusingDuck,coral-turtle-population,63,Not Swapped,130.049,1,1,1
AccusingDuck,coral-fake-fix,64,Not Swapped,959.79,2,3,1
AccusingDuck,coral-lionfish-conspiracy,65,Not Swapped,581.305,2,2,1
AccusingMelon,kelp-urchin-farm,67,Swapped,150.152,1,0,0
AccusingMelon,arctic-disappearing-act,68,Not Swapped,1020.5260000000001,2,0,0
AcidicAct,kelp-welcome,70,Not Swapped,552.792,1,6,1
AcidicAct,kelp-bull-kelp-forest,71,Not Swapped,594.697,1,2,1
AcidicAct,kelp-shop-welcome,72,Not Swapped,160.822,1,3,1
AcidicAct,kelp-energy,73,Not Swapped,311.62,1,1,1
AcidicAct,coral-turtle-population,74,Not Swapped,289.209,1,2,1
AcidicAct,arctic-missing-whale,75,Swapped,2555.2129999999997,2,0,0
AcidicAct,arctic-salmon-monitoring,76,Not Swapped,333.362,1,1,1
AcidicAct,arctic-missing-whale,77,Not Swapped,416.13,2,3,1
AcidicAct,displaced-reef,78,Not Swapped,70106.86,1,3,0
AcidicNorth,coral-ocean-plastics,79,Not Swapped,464.709,1,0,0
AcousticTowel,kelp-welcome,81,Not Swapped,290.109,1,6,1
AcousticTowel,kelp-bull-kelp-forest,82,Not Swapped,167.704,1,2,1
AcousticTowel,kelp-shop-welcome,83,Not Swapped,190.031,1,3,1
AcousticTowel,displaced-reef,84,Not Swapped,280.22,1,3,1
AcousticTowel,bayou-shrimp-yields,85,Not Swapped,193.117,1,1,1
AcousticTowel,coral-turtle-population,86,Not Swapped,51.047,1,0,1
AcousticTowel,coral-fake-fix,87,Not Swapped,639.277,2,3,1
AcousticTowel,coral-lionfish-conspiracy,88,Not Swapped,157.354,1,2,1
AcousticTowel,arctic-missing-whale,89,Swapped,1337.77,2,3,0
AcousticTowel,arctic-missing-whale,91,Swapped,32.833,2,0,0
AcousticTowel,arctic-salmon-monitoring,92,Not Swapped,200.362,1,0,1
AcousticTowel,kelp-energy,93,Not Swapped,167.771,1,1,1
AcousticTowel,arctic-missing-whale,94,Not Swapped,436.053,2,0,1
AcousticTowel,arctic-underneath,95,Not Swapped,90.893,1,0,1
AcousticTowel,arctic-stationary-survival,96,Not Swapped,170.524,1,1,1
AcousticTowel,kelp-urchin-barren-viz,97,Not Swapped,592.574,1,4,1
AcousticTowel,kelp-urchin-barren-predict,98,Not Swapped,168.133,1,1,1
AcousticTowel,coral-stressed,99,Not Swapped,625.879,1,2,1
AcousticTowel,coral-ocean-plastics,100,Not Swapped,442.904,1,2,1
AcousticTowel,bayou-boom-cause,101,Not Swapped,418.493,1,2,1
AcousticTowel,bayou-alt-energy,102,Swapped,1030.397,1,1,0
AcousticTowel,turtle-danger,103,Not Swapped,61.045,1,0,0
ActiveSalad,kelp-welcome,104,Not Swapped,460.922,1,6,1
ActiveSalad,kelp-bull-kelp-forest,105,Not Swapped,243.128,1,2,1
ActiveSalad,kelp-shop-welcome,106,Not Swapped,184.544,1,3,1
ActiveSalad,kelp-energy,107,Not Swapped,235.527,1,1,1
ActiveSalad,coral-turtle-population,108,Not Swapped,130.93599999999998,2,0,1
ActiveSalad,displaced-reef,109,Not Swapped,87.597,1,0,1
ActiveSalad,bayou-shrimp-yields,110,Not Swapped,290.451,1,1,1
ActiveSalad,arctic-missing-whale,111,Not Swapped,391.417,1,1,0
ActualCradle,kelp-welcome,112,Not Swapped,288.741,1,6,1
ActualCradle,kelp-bull-kelp-forest,113,Not Swapped,180.171,1,2,0
AdamantChef,kelp-welcome,117,Not Swapped,816.961,1,6,1
AdamantChef,kelp-bull-kelp-forest,118,Not Swapped,5658.089,1,2,1
AdamantChef,kelp-shop-welcome,119,Not Swapped,218.59,1,2,1
AdamantChef,coral-turtle-population,120,Not Swapped,169.243,1,1,1
AdamantChef,arctic-salmon-monitoring,121,Not Swapped,242.302,1,1,1
AdamantChef,arctic-missing-whale,122,Swapped,1905.164,1,1,0
AdamantChef,displaced-reef,123,Not Swapped,258.471,1,3,1
AdamantChef,bayou-shrimp-yields,124,Not Swapped,182.001,1,1,1
AdamantChef,arctic-missing-whale,125,Not Swapped,182.966,1,1,1
AdamantChef,arctic-underneath,126,Not Swapped,7680.009,2,1,1
AdamantChef,arctic-stationary-survival,127,Not Swapped,366.135,2,1,1
AdamantChef,coral-fake-fix,128,Not Swapped,4230.85,1,3,1
AdamantChef,coral-lionfish-conspiracy,129,Not Swapped,219.603,1,2,1
AdamantChef,coral-stressed,130,Swapped,3236.466,3,1,0
AdamantChef,kelp-energy,131,Not Swapped,117.351,1,1,1
AdamantChef,kelp-urchin-barren-viz,132,Not Swapped,216.852,1,2,1
AdamantChef,kelp-urchin-barren-predict,133,Not Swapped,1971.336,1,1,1
AdamantChef,kelp-mussel-fest,134,Not Swapped,372.113,1,2,1
AdamantChef,kelp-musselfest-solution,135,Not Swapped,321.879,1,3,1
AdamantChef,kelp-start-refuge,136,Not Swapped,212.681,1,2,1
AdamantChef,kelp-refuge-failure,137,Not Swapped,1682.773,1,8,1
AdamantChef,kelp-refuge-failure-simulation,138,Not Swapped,97.382,1,1,1
AdamantChef,kelp-save-urchin-barren,139,Not Swapped,616.334,1,1,1
AdamantChef,kelp-urchin-farm,140,Not Swapped,2606.076,1,1,1
AdamantChef,coral-stressed,141,Not Swapped,268.589,3,1,2
AdamantChef,coral-ocean-plastics,142,Not Swapped,1469.012,1,1,0
AdaptiveRubber,kelp-welcome,144,Not Swapped,920.63,1,6,1
AdaptiveRubber,kelp-bull-kelp-forest,145,Not Swapped,962.838,1,2,1
AdaptiveRubber,kelp-shop-welcome,146,Not Swapped,395.918,1,3,1
AdaptiveRubber,kelp-energy,147,Not Swapped,311.502,1,1,1
AdhesiveMaple,kelp-welcome,154,Not Swapped,171.343,1,1,1
AdhesiveMaple,kelp-bull-kelp-forest,155,Not Swapped,576.927,1,2,1
AdhesiveMaple,kelp-shop-welcome,156,Not Swapped,413.901,1,3,1
AdhesiveMaple,kelp-energy,157,Not Swapped,349.023,1,1,1
AdjacentLocust,kelp-welcome,160,Not Swapped,315.966,2,6,1
AdjacentLocust,kelp-bull-kelp-forest,161,Not Swapped,507.918,2,2,1
AdjacentLocust,kelp-shop-welcome,162,Not Swapped,268.799,1,3,1
AdjacentLocust,kelp-energy,163,Not Swapped,166.741,1,1,1
AdjacentLocust,displaced-reef,164,Not Swapped,386.868,1,3,1
AdjacentLocust,bayou-shrimp-yields,165,Not Swapped,229.41,1,1,1
AdjacentLocust,coral-turtle-population,166,Not Swapped,96.098,1,1,1
AdjacentLocust,coral-fake-fix,167,Swapped,592.643,2,2,0
AdjacentLocust,arctic-missing-whale,168,Swapped,568.036,3,2,0
AdjacentLocust,arctic-salmon-monitoring,169,Not Swapped,1105.528,1,1,1
AdjacentLocust,arctic-missing-whale,170,Not Swapped,138.995,3,1,1
AdjacentLocust,coral-stressed,171,Not Swapped,883.568,1,2,1
AdjacentLocust,coral-fake-fix,172,Not Swapped,383.117,2,1,1
AdjacentLocust,coral-lionfish-conspiracy,173,Not Swapped,536.773,1,3,1
AdjacentLocust,kelp-mussel-fest,174,Not Swapped,200.393,1,3,1
AdmiredType,kelp-welcome,176,Not Swapped,508.878,1,6,1
AdmiredType,kelp-bull-kelp-forest,177,Not Swapped,5814.996,1,2,1
AdmiredType,kelp-shop-welcome,178,Not Swapped,270.034,1,3,1
AdmiredType,kelp-energy,179,Not Swapped,301.943,1,1,1
AdmiredType,coral-turtle-population,180,Not Swapped,42.888,1,0,1
AdmiredType,arctic-missing-whale,181,Swapped,93445.231,1,1,0
AdmiredType,displaced-reef,182,Not Swapped,423.854,1,3,1
AdmiredType,bayou-shrimp-yields,183,Not Swapped,421.138,1,1,1
AdmiredType,arctic-missing-whale,184,Not Swapped,389.879,1,1,1
AdmiredType,arctic-salmon-monitoring,185,Not Swapped,407.234,1,1,1
AdmiredType,coral-stressed,186,Not Swapped,24148.586000000003,2,3,1
AdmiredType,coral-fake-fix,187,Not Swapped,64249.475000000006,2,3,1
AdmiredType,coral-lionfish-conspiracy,188,Not Swapped,737.234,1,2,1
AdmiredType,kelp-mussel-fest,189,Not Swapped,799.598,1,2,1
AdmiredType,kelp-start-refuge,190,Not Swapped,7681.493,1,2,1
AdmiredType,kelp-urchin-barren-viz,191,Not Swapped,89396.136,1,4,1
AdmiredType,kelp-refuge-failure,192,Swapped,276211.17,1,3,0
AdmiredType,kelp-urchin-barren-predict,193,Not Swapped,477.766,1,1,1
AdmiredType,kelp-urchin-farm,194,Not Swapped,72204.199,1,1,1
AdmiredType,kelp-musselfest-solution,195,Not Swapped,84139.465,1,3,1
AdmiredType,kelp-refuge-failure,196,Not Swapped,1665.563,1,5,1
AdmiredType,kelp-refuge-failure-simulation,197,Not Swapped,210.853,1,1,1
AdmiredType,kelp-save-urchin-barren,198,Not Swapped,357.921,1,1,1
AdmiredType,arctic-in-ice,199,Swapped,779.451,1,0,0
AdmiredType,arctic-disappearing-act,200,Swapped,61558.582,1,1,0
AdmiredType,bayou-blue-waters,201,Swapped,400.755,1,3,0
AdmiredType,turtle-danger,202,Not Swapped,259531.338,1,3,1
AdmiredType,bayou-blue-waters,203,Swapped,4741.075,1,0,0
AdmiredType,bayou-oxygen-tracking,204,Not Swapped,367.992,1,2,1
AdmiredType,bayou-blue-waters,205,Swapped,656.44,1,0,0
AdmiredType,arctic-disappearing-act,206,Not Swapped,396.357,1,1,1
AdmiredType,arctic-in-ice,207,Not Swapped,160492.227,1,3,1
AdmiredType,arctic-time-of-death,208,Not Swapped,889.252,1,1,1
AdmiredType,arctic-salmon-competition,209,Not Swapped,303.639,1,1,1
AdmiredType,arctic-picky-eaters,210,Not Swapped,231.964,1,2,1
AdmiredType,arctic-cause-of-death,211,Swapped,280.454,1,0,0
AdmiredType,arctic-seal-habitats,212,Swapped,7451.711,1,2,0
AdmiredType,coral-casting-shade,213,Not Swapped,709.807,1,8,1
AdmiredType,coral-eat-seaweed,214,Not Swapped,335.952,1,1,1
AdmiredType,coral-fishy-bizz,215,Not Swapped,280.589,1,2,1
AdmiredType,coral-hunting-lions,216,Swapped,4897.224,1,5,0
AdmiredType,coral-much-algae,217,Not Swapped,221.429,1,2,1
AdmiredType,coral-tang-checkup,218,Not Swapped,146.454,1,1,1
AdmiredType,coral-ocean-plastics,219,Not Swapped,232.053,1,1,1
AdmiredType,coral-turtle-stability,220,Not Swapped,130.127,1,1,1
AdmiredType,bayou-boom-cause,221,Not Swapped,136.379,1,0,1
AdmiredType,bayou-blue-waters,222,Swapped,513.288,1,0,0
AdmiredType,final-final,223,Not Swapped,839.037,1,7,1
AdmiredType,arctic-cause-of-death,224,Not Swapped,236.578,1,0,1
AdmiredType,arctic-seal-habitats,225,Not Swapped,41217.707,1,2,1
AdmiredType,above-n-below,226,Not Swapped,11066.684,1,0,0
AdmiringPlate,kelp-welcome,227,Not Swapped,80221.583,1,6,1
AdmiringPlate,kelp-bull-kelp-forest,228,Not Swapped,671.637,1,2,1
AdmiringPlate,kelp-shop-welcome,229,Not Swapped,421.561,1,3,1
AdoptiveOlive,kelp-welcome,232,Not Swapped,399.469,1,6,1
AdoptiveOlive,kelp-bull-kelp-forest,233,Not Swapped,2560.395,1,2,1
AdoptiveOlive,kelp-shop-welcome,234,Not Swapped,3280.636,1,3,1
AdoptiveOlive,kelp-energy,235,Not Swapped,239.881,1,1,1
AdoptiveOlive,arctic-missing-whale,236,Swapped,905.901,2,1,0
AdoptiveOlive,arctic-salmon-monitoring,237,Not Swapped,198.236,1,1,1
AdoptiveOlive,displaced-reef,238,Not Swapped,1909.691,1,3,1
AdoptiveOlive,bayou-shrimp-yields,239,Not Swapped,253.655,1,1,1
AdoptiveOlive,arctic-missing-whale,240,Not Swapped,249.379,2,1,1
AdoptiveOlive,coral-turtle-population,241,Not Swapped,31.684,1,0,1
AdoptiveOlive,coral-fake-fix,242,Not Swapped,655.073,1,3,1
AdoptiveOlive,coral-lionfish-conspiracy,243,Not Swapped,240.527,1,2,1
AdoptiveOlive,coral-stressed,244,Not Swapped,597.726,1,2,1
AdoptiveOlive,kelp-mussel-fest,245,Not Swapped,247.78,1,2,1
AdoptiveOlive,kelp-start-refuge,246,Not Swapped,156.904,1,2,1
AdoptiveOlive,kelp-urchin-barren-viz,247,Not Swapped,260.724,1,4,1
AdoptiveZephyr,kelp-welcome,248,Not Swapped,6518.286,1,6,1
AdoptiveZephyr,kelp-bull-kelp-forest,249,Not Swapped,340.348,1,2,1
AdoptiveZephyr,kelp-shop-welcome,250,Not Swapped,197.768,1,3,1
AdoptiveZephyr,arctic-missing-whale,251,Not Swapped,46031.081,1,0,0
AdorableVeil,displaced-reef,253,Not Swapped,361.759,1,1,1
AdoredReset,kelp-welcome,256,Not Swapped,904.306,1,6,1
AdoredReset,kelp-bull-kelp-forest,257,Not Swapped,395.998,1,2,1
AdoredReset,kelp-shop-welcome,258,Not Swapped,258.308,2,3,1
AdoredReset,arctic-missing-whale,259,Swapped,1608.398,4,1,0
AdoredReset,coral-turtle-population,260,Not Swapped,681.728,1,0,1
AdoredReset,arctic-missing-whale,261,Swapped,1005.644,4,0,0
AdoredReset,bayou-shrimp-yields,262,Not Swapped,231.211,1,1,1
AdoredReset,displaced-reef,263,Not Swapped,486.956,2,3,1
AdoredReset,coral-fake-fix,264,Swapped,1063.742,2,3,0
AdoredReset,arctic-missing-whale,265,Swapped,13.679,4,0,0
AdoredReset,coral-fake-fix,266,Swapped,16.255,2,0,0
AdoredReset,arctic-missing-whale,267,Not Swapped,1002.25,4,1,1
AdoredReset,arctic-salmon-monitoring,268,Not Swapped,690.337,1,1,1
AdoredReset,coral-fake-fix,269,Not Swapped,259.95,2,0,1
AdoredReset,kelp-energy,270,Not Swapped,233.575,1,1,1
AdoredReset,kelp-urchin-barren-viz,271,Swapped,787.89,2,2,0
AdoredReset,coral-lionfish-conspiracy,272,Not Swapped,439.336,1,2,1
AdoredReset,kelp-urchin-barren-viz,273,Not Swapped,676.4,2,0,1
AdoredReset,kelp-urchin-barren-predict,274,Not Swapped,333.371,1,1,1
AdoringNormal,kelp-welcome,276,Not Swapped,1232.0030000000002,2,5,1
AdoringNormal,kelp-bull-kelp-forest,277,Not Swapped,421.847,1,2,1
AdoringNormal,kelp-shop-welcome,278,Not Swapped,220.517,1,3,1
AffectedDaisy,kelp-welcome,281,Not Swapped,238.027,1,6,1
AffectedDaisy,kelp-bull-kelp-forest,282,Not Swapped,12.608,1,0,0
AgitatedSnug,kelp-welcome,289,Not Swapped,268.845,1,6,1
AgitatedSnug,kelp-bull-kelp-forest,290,Not Swapped,328.632,1,2,1
AgitatedSnug,kelp-shop-welcome,291,Not Swapped,74.286,2,0,1
AgitatedSnug,kelp-energy,292,Not Swapped,499.38,1,1,1
AgitatedSnug,arctic-missing-whale,293,Swapped,1103.611,2,1,0
AgitatedSnug,arctic-salmon-monitoring,294,Not Swapped,480.705,1,1,1
AgitatedSnug,coral-turtle-population,295,Not Swapped,137.524,1,2,1
AgitatedSnug,arctic-missing-whale,296,Not Swapped,265.327,2,2,1
AgitatedSnug,coral-fake-fix,297,Not Swapped,2001.896,2,3,1
AgitatedSnug,coral-lionfish-conspiracy,298,Not Swapped,363.321,1,2,1
AgitatedSnug,displaced-reef,299,Not Swapped,1406.079,1,3,1
AgitatedSnug,bayou-shrimp-yields,300,Not Swapped,47.868,1,0,1
AgitatedStatue,arctic-missing-whale,301,Swapped,8790.81,1,1,0
AgitatedStatue,bayou-shrimp-yields,302,Not Swapped,193.984,1,1,0
AimlessCreche,kelp-welcome,303,Not Swapped,429.325,1,6,1
AimlessCreche,kelp-bull-kelp-forest,304,Not Swapped,395.403,1,2,1
AimlessCreche,kelp-shop-welcome,305,Not Swapped,690.9680000000001,2,3,1
AimlessCreche,kelp-energy,306,Not Swapped,187.527,1,1,1
AimlessCreche,coral-turtle-population,307,Not Swapped,5703.96,2,0,0
AimlessMetric,kelp-welcome,309,Not Swapped,373.499,1,6,1
AimlessMetric,kelp-bull-kelp-forest,310,Not Swapped,297.279,1,2,0
AimlessRake,displaced-reef,311,Swapped,971.466,2,2,0
AimlessRake,bayou-shrimp-yields,312,Not Swapped,201.643,2,1,1
AimlessRake,coral-turtle-population,313,Not Swapped,190.44,1,1,1
AimlessRake,arctic-salmon-monitoring,314,Not Swapped,156.04,1,1,1
AimlessRake,arctic-missing-whale,315,Not Swapped,437.091,1,3,1
AimlessRake,kelp-energy,316,Not Swapped,212.219,1,1,1
AimlessRake,coral-fake-fix,317,Not Swapped,1088.974,3,2,1
AimlessRake,kelp-urchin-barren-viz,318,Not Swapped,432.06,1,4,1
AimlessRake,kelp-mussel-fest,319,Swapped,1654.09,2,0,0
AimlessRake,coral-lionfish-conspiracy,320,Not Swapped,215.538,1,2,1
AimlessRake,coral-stressed,321,Not Swapped,485.613,1,2,1
AimlessRake,displaced-reef,322,Not Swapped,125.806,2,0,1
AimlessRake,kelp-urchin-barren-predict,323,Not Swapped,248.525,1,1,1
AimlessRake,arctic-underneath,324,Not Swapped,507.603,1,1,1
AimlessRake,kelp-start-refuge,325,Not Swapped,326.902,1,2,1
AimlessRake,bayou-boom-cause,326,Not Swapped,300.122,1,1,1
AimlessRake,arctic-disappearing-act,327,Not Swapped,1156.595,2,1,1
AimlessRake,arctic-cause-of-death,328,Swapped,1040.764,3,0,0
AimlessRake,coral-ocean-plastics,329,Swapped,1003.926,2,1,0
AimlessRake,kelp-refuge-failure,330,Swapped,1142.9830000000002,2,3,0
AimlessRake,coral-ocean-plastics,331,Swapped,1110.859,2,0,0
AimlessRake,turtle-danger,332,Not Swapped,982.794,1,3,1
AimlessRake,arctic-cause-of-death,333,Not Swapped,1645.687,3,1,1
AimlessRake,coral-turtle-stability,334,Not Swapped,531.09,1,2,1
AimlessRake,turtle-danger2,335,Swapped,451.231,2,0,0
AimlessRake,arctic-time-of-death,336,Not Swapped,439.985,1,0,0
AirsickFruit,kelp-welcome,339,Not Swapped,241.877,1,6,1
AirsickFruit,kelp-bull-kelp-forest,340,Not Swapped,191.901,1,2,1
AirsickFruit,kelp-shop-welcome,341,Not Swapped,104.325,1,3,1
AirsickFruit,displaced-reef,342,Not Swapped,304.137,1,3,1
AirsickFruit,bayou-shrimp-yields,343,Not Swapped,199.885,1,1,1
AirsickFruit,kelp-energy,344,Not Swapped,128.495,1,1,1
AirsickFruit,kelp-urchin-barren-viz,345,Not Swapped,259.936,1,4,1
AirsickFruit,kelp-mussel-fest,346,Not Swapped,175.418,1,2,1
AirsickFruit,kelp-start-refuge,347,Not Swapped,118.323,1,2,1
AirsickFruit,kelp-urchin-barren-predict,348,Not Swapped,146.777,1,1,1
AjarSight,arctic-in-ice,350,Not Swapped,87.178,1,0,1
AjarSight,bayou-blue-waters,351,Swapped,900.883,1,3,0
AjarSight,kelp-mussel-fest,352,Not Swapped,313.91,1,0,0
AlarmedMeal,kelp-welcome,353,Not Swapped,345.854,1,6,1
AlarmedMeal,kelp-bull-kelp-forest,354,Not Swapped,219.183,1,2,1
AlarmedMeal,kelp-shop-welcome,355,Not Swapped,57052.215,1,3,1
AlarmedMeal,coral-turtle-population,356,Not Swapped,58.724,1,0,1
AlarmedMeal,coral-fake-fix,357,Not Swapped,240.101,1,1,1
AlarmedMeal,coral-stressed,358,Not Swapped,417.402,1,2,1
AlarmedMeal,coral-lionfish-conspiracy,359,Not Swapped,185.466,1,2,1
AlarmedMeal,kelp-energy,360,Not Swapped,164.258,1,1,1
AlarmedMeal,kelp-mussel-fest,361,Not Swapped,706.598,1,2,1
AlarmedMeal,kelp-start-refuge,362,Not Swapped,290.814,1,2,1
AlarmedMeal,kelp-urchin-barren-viz,363,Not Swapped,330.667,1,4,1
AlarmedMeal,kelp-urchin-barren-predict,364,Not Swapped,213.725,1,1,1
AlarmedMeal,arctic-missing-whale,365,Swapped,44.496,1,0,0
AlarmedMeal,arctic-salmon-monitoring,366,Not Swapped,72.31,1,0,1
AlarmedMeal,arctic-missing-whale,367,Not Swapped,300.216,1,3,1
AlarmedMeal,arctic-disappearing-act,368,Not Swapped,564.188,1,2,1
AlarmedMeal,arctic-cause-of-death,369,Not Swapped,1852.074,1,1,1
AlarmedMeal,arctic-in-ice,370,Not Swapped,370.823,1,2,1
AlarmedMeal,arctic-picky-eaters,371,Not Swapped,213.978,1,2,1
AlarmedMeal,arctic-time-of-death,372,Not Swapped,338.72,1,0,1
AlarmedMeal,arctic-salmon-competition,373,Not Swapped,1413.064,1,1,1
AlarmedMeal,arctic-seal-habitats,374,Not Swapped,916.879,1,2,1
AlarmedMeal,above-n-below,375,Not Swapped,690.291,1,3,1
AlarmedMeal,arctic-endangered-seals,376,Not Swapped,4815.406,1,2,1
AlarmedMeal,arctic-underneath,377,Not Swapped,68.379,1,0,1
AlarmedMeal,arctic-stationary-survival,378,Not Swapped,538.625,1,1,1
AlarmedMeal,arctic-isolated-instance,379,Not Swapped,534.309,1,7,1
AlarmedMeal,coral-casting-shade,380,Not Swapped,595.423,1,7,1
AlarmedMeal,coral-eat-seaweed,381,Not Swapped,624.902,1,1,1
AlarmedMeal,coral-fishy-bizz,382,Not Swapped,287.651,1,2,1
AlarmedMeal,coral-much-algae,383,Not Swapped,258.442,1,3,1
AlarmedMeal,coral-tang-checkup,384,Not Swapped,279.101,1,4,0
AlarmingChoice,kelp-welcome,385,Not Swapped,413.805,1,6,1
AlarmingChoice,kelp-bull-kelp-forest,386,Not Swapped,244.64,1,2,1
AlarmingChoice,kelp-shop-welcome,387,Not Swapped,249.781,1,3,1
AlarmingChoice,kelp-energy,388,Not Swapped,1986.907,1,1,1
AlienCommon,kelp-welcome,393,Not Swapped,398.016,1,6,1
AlienCommon,kelp-bull-kelp-forest,394,Not Swapped,403.342,1,2,1
AlienCommon,kelp-shop-welcome,395,Not Swapped,236.674,1,2,0
AlikeHive,kelp-bull-kelp-forest,398,Not Swapped,77.059,1,0,1
AlikeHive,kelp-shop-welcome,399,Not Swapped,809.731,1,3,1
AlikeHive,kelp-energy,400,Not Swapped,405.441,1,1,1
AlikeOats,kelp-welcome,401,Not Swapped,102435.597,1,6,1
AlikeOats,kelp-bull-kelp-forest,402,Not Swapped,161.696,1,2,1
AlikeOats,kelp-shop-welcome,403,Not Swapped,155.409,1,3,1
AlikeOats,kelp-energy,404,Not Swapped,85.554,1,1,1
AlikeOats,displaced-reef,405,Not Swapped,200.85,1,3,1
AlikeOats,bayou-shrimp-yields,406,Not Swapped,165.552,1,1,1
AlikeOats,coral-turtle-population,407,Not Swapped,31.385,1,0,1
AlikeOats,coral-fake-fix,408,Not Swapped,297.947,1,3,1
AlikeOats,coral-lionfish-conspiracy,409,Not Swapped,144.248,1,2,1
AlikeOats,coral-stressed,410,Not Swapped,331.798,1,2,1
AlikeOats,arctic-missing-whale,411,Not Swapped,236.163,1,1,1
AlikeOats,arctic-salmon-monitoring,412,Not Swapped,41.37,1,0,1
AlikeOats,arctic-underneath,413,Not Swapped,36.588,1,0,1
AlikeOats,arctic-stationary-survival,414,Not Swapped,135.49,1,1,1
AlikeOats,arctic-disappearing-act,415,Not Swapped,435.868,1,1,1
AlikeOats,arctic-in-ice,416,Not Swapped,288.475,1,3,1
AlikeOats,arctic-isolated-instance,417,Not Swapped,5651.187999999999,2,8,1
AlikeOats,arctic-cause-of-death,418,Not Swapped,521.39,1,1,1
AlikeOats,arctic-seal-habitats,419,Not Swapped,3937.453,1,2,1
AlikeOats,above-n-below,420,Not Swapped,163.931,1,2,1
AlikeOats,arctic-time-of-death,421,Not Swapped,363.905,1,0,1
AlikeOats,coral-fishy-bizz,422,Not Swapped,144.276,1,1,1
AlikeOats,coral-ocean-plastics,423,Not Swapped,758.465,1,1,1
AlikeOats,coral-turtle-stability,424,Not Swapped,181.499,1,2,1
