user_id,job_string,task_id,event_change,time_diff,session,task,job
AdmiringPlate,kelp-bull-kelp-forest,185,Not Swapped,671.637,1,2,1
AdmiringPlate,kelp-shop-welcome,186,Not Swapped,421.561,1,3,1
AdmiringPlate,kelp-energy,187,Not Swapped,472.70799999999997,2,1,1
AdmiringPlate,arctic-missing-whale,188,Swapped,3156.3,2,0,0
AdmiringPlate,arctic-salmon-monitoring,189,Not Swapped,325.805,1,1,1
AdmiringPlate,arctic-missing-whale,190,Swapped,77403.596,2,0,0
AdmiringPlate,coral-turtle-population,191,Not Swapped,161.957,1,1,1
AdmiringPlate,arctic-missing-whale,192,Not Swapped,1592.735,2,3,1
AdmiringPlate,displaced-reef,193,Not Swapped,4245.655,1,3,1
AdmiringPlate,bayou-shrimp-yields,194,Not Swapped,233.603,1,1,1
AdmiringPlate,kelp-urchin-barren-viz,195,Not Swapped,15140.513,1,4,1
AdmiringPlate,coral-fake-fix,196,Not Swapped,693.464,1,3,1
AdmiringPlate,coral-lionfish-conspiracy,197,Not Swapped,12110.433,1,3,1
AdmiringPlate,kelp-mussel-fest,198,Not Swapped,759.6860000000001,4,1,4
AdmiringPlate,kelp-start-refuge,199,Not Swapped,1492.5299999999997,3,2,2
AdmiringPlate,kelp-musselfest-solution,200,Not Swapped,486.473,1,3,1
AdmiringPlate,kelp-refuge-failure,201,Not Swapped,14039.622,1,8,1
AdmiringPlate,kelp-refuge-failure-simulation,202,Not Swapped,190.038,1,1,1
AdmiringPlate,kelp-urchin-barren-predict,203,Not Swapped,165.686,1,1,1
AdmiringPlate,kelp-urchin-farm,204,Not Swapped,415.176,1,1,1
AdmiringPlate,arctic-disappearing-act,205,Not Swapped,991.629,1,2,1
AdmiringPlate,arctic-cause-of-death,206,Not Swapped,2516.765,1,2,1
AdmiringPlate,arctic-in-ice,207,Not Swapped,55190.748,2,2,1
AdmiringPlate,arctic-picky-eaters,208,Not Swapped,317.061,1,2,1
AdmiringPlate,arctic-salmon-competition,209,Not Swapped,341.252,1,1,1
AdmiringPlate,arctic-time-of-death,210,Not Swapped,193.438,1,0,1
AdmiringPlate,arctic-underneath,211,Not Swapped,20703.736,1,1,1
AdmiringPlate,arctic-seal-habitats,212,Not Swapped,693.511,1,4,1
AdmiringPlate,above-n-below,213,Not Swapped,618.542,1,4,1
AdmiringPlate,coral-fishy-bizz,214,Not Swapped,482.037,1,1,1
AdmiringPlate,coral-hunting-lions,215,Swapped,47558.937,1,3,0
AdmiringPlate,bayou-blue-waters,216,Swapped,891.174,1,3,0
AdmiringPlate,bayou-boom-cause,217,Not Swapped,38768.929,1,2,1
AdmiringPlate,bayou-alt-energy,218,Swapped,835.44,1,0,0
AdmiringPlate,bayou-oxygen-tracking,219,Not Swapped,5012.311,1,1,0
AdoptiveOlive,kelp-urchin-farm,220,Not Swapped,16692.254,1,2,1
AdoptiveOlive,kelp-musselfest-solution,221,Not Swapped,339.535,1,3,1
AdoptiveOlive,kelp-refuge-failure,222,Not Swapped,3454.1549999999997,2,8,2
AdoptiveOlive,kelp-urchin-barren-predict,223,Not Swapped,218.766,1,1,1
AdoptiveOlive,kelp-save-urchin-barren,224,Not Swapped,110.846,1,1,1
AdoptiveOlive,kelp-refuge-failure-simulation,225,Not Swapped,124.542,1,1,1
AdoptiveOlive,arctic-disappearing-act,226,Not Swapped,362.612,1,1,1
AdoptiveOlive,arctic-cause-of-death,227,Not Swapped,471.967,1,3,1
AdoptiveOlive,arctic-seal-habitats,228,Not Swapped,74482.287,1,4,1
AdoptiveOlive,arctic-time-of-death,229,Not Swapped,316.174,1,1,1
AdoptiveOlive,above-n-below,230,Not Swapped,435.902,1,3,1
AdoptiveOlive,arctic-endangered-seals,231,Swapped,4622.877,2,0,0
AdoptiveOlive,arctic-in-ice,232,Not Swapped,164.534,1,2,1
AdoptiveOlive,arctic-picky-eaters,233,Not Swapped,560.084,1,2,1
AdoptiveOlive,arctic-salmon-competition,234,Not Swapped,78628.826,1,1,1
AdoptiveOlive,arctic-endangered-seals,235,Not Swapped,3205.925,2,2,1
AdoptiveOlive,coral-casting-shade,236,Not Swapped,555.305,1,7,1
AdoptiveOlive,coral-turtle-stability,237,Not Swapped,82412.399,1,3,1
AdoptiveOlive,coral-eat-seaweed,238,Not Swapped,623.271,1,1,1
AdoptiveOlive,coral-hunting-lions,239,Not Swapped,69915.596,1,9,1
AdoptiveOlive,coral-much-algae,240,Not Swapped,170.139,1,1,1
AdoptiveOlive,coral-fishy-bizz,241,Not Swapped,155.127,1,1,1
AdoptiveOlive,coral-tang-checkup,242,Not Swapped,153.243,1,1,1
AdoptiveOlive,coral-ocean-plastics,243,Not Swapped,56.02,1,0,1
AdoptiveOlive,bayou-blue-waters,244,Swapped,732.401,1,5,0
AdoptiveOlive,final-final,245,Not Swapped,73353.604,1,1,1
AdoptiveOlive,bayou-blue-waters,246,Not Swapped,85.419,1,0,1
AdoptiveOlive,turtle-danger,247,Not Swapped,1013.357,1,3,1
AdoptiveOlive,turtle-danger2,248,Not Swapped,2044.857,1,2,1
AdoptiveOlive,bayou-hide-n-seek,249,Not Swapped,406.427,1,4,1
AdoptiveOlive,bayou-reef-decision,250,Not Swapped,190.822,1,1,1
AdoptiveOlive,bayou-dirty-detritus,251,Not Swapped,394.221,1,3,1
AdoptiveOlive,bayou-oxygen-tracking,252,Not Swapped,8512.242,1,2,1
AdoptiveOlive,bayou-shrimp-tastrophe,253,Not Swapped,3556.267,2,1,1
AdoptiveOlive,bayou-boom-cause,254,Not Swapped,846.048,1,2,1
AdoptiveOlive,bayou-alt-energy,255,Not Swapped,864.4259999999999,2,2,1
AdoptiveOlive,bayou-methanogen,256,Not Swapped,5762.887,1,2,1
AdoptiveOlive,arctic-underneath,257,Not Swapped,58597.363,1,1,1
AdoptiveOlive,arctic-stationary-survival,258,Not Swapped,142.444,1,1,1
AdoptiveOlive,arctic-isolated-instance,259,Not Swapped,378.543,1,7,1
AdoredReset,coral-stressed,262,Not Swapped,593.357,1,1,1
AdoredReset,arctic-seal-habitats,263,Swapped,748.496,2,0,0
AdoredReset,kelp-start-refuge,264,Not Swapped,640.1179999999999,2,2,1
AdoredReset,kelp-refuge-failure,265,Swapped,699.163,2,3,0
AdoredReset,bayou-oxygen-tracking,266,Not Swapped,1380.803,1,3,1
AdoredReset,turtle-danger,267,Swapped,1016.518,2,0,0
AdoredReset,kelp-urchin-farm,268,Not Swapped,219.27,1,1,1
AdoredReset,kelp-mussel-fest,269,Not Swapped,324.695,1,2,1
AdoredReset,kelp-refuge-failure,270,Not Swapped,1099.195,2,5,1
AdoredReset,kelp-refuge-failure-simulation,271,Not Swapped,193.674,1,1,1
AdoredReset,kelp-save-urchin-barren,272,Swapped,606.657,2,0,0
AdoredReset,kelp-musselfest-solution,273,Not Swapped,375.046,1,3,1
AdoredReset,kelp-save-urchin-barren,274,Swapped,383.211,2,0,0
AdoredReset,arctic-disappearing-act,275,Swapped,3884.535,3,0,0
AdoredReset,arctic-underneath,276,Not Swapped,482.779,1,1,1
AdoredReset,arctic-disappearing-act,277,Swapped,106.997,3,0,0
AdoredReset,arctic-seal-habitats,278,Swapped,658.449,2,0,0
AdoredReset,bayou-boom-cause,279,Not Swapped,648.586,2,0,1
AdoredReset,bayou-alt-energy,280,Not Swapped,1045.016,1,0,0
AdoringNormal,kelp-energy,281,Not Swapped,602.904,1,1,1
AdoringNormal,displaced-reef,282,Not Swapped,307.323,1,3,1
AdoringNormal,bayou-shrimp-yields,283,Not Swapped,1103.853,2,1,2
AdoringNormal,coral-turtle-population,284,Not Swapped,626.6819999999999,2,1,1
AdoringNormal,arctic-missing-whale,285,Not Swapped,5312.817,1,3,1
AdoringNormal,arctic-salmon-monitoring,286,Not Swapped,218.739,1,1,1
AdoringNormal,kelp-urchin-barren-viz,287,Not Swapped,1253.347,2,4,1
AdoringNormal,coral-fake-fix,288,Not Swapped,619.174,1,3,1
AdoringNormal,coral-lionfish-conspiracy,289,Not Swapped,592.375,1,2,1
AdoringNormal,kelp-mussel-fest,290,Not Swapped,420.361,1,3,1
AdoringNormal,kelp-start-refuge,291,Not Swapped,204.066,1,2,1
AdoringNormal,kelp-urchin-barren-predict,292,Not Swapped,1075.67,3,1,1
AdoringNormal,coral-turtle-stability,293,Not Swapped,5273.105,5,3,1
AdoringNormal,arctic-disappearing-act,294,Not Swapped,2007.198,2,1,1
AdoringNormal,arctic-in-ice,295,Not Swapped,1022.292,2,3,1
AdoringNormal,turtle-danger,296,Swapped,1127.529,2,1,0
AdoringNormal,arctic-cause-of-death,297,Swapped,569.081,4,0,0
AdoringNormal,coral-turtle-stability,298,Not Swapped,639.741,5,2,2
AdoringNormal,turtle-danger,299,Not Swapped,777.717,2,4,1
AdoringNormal,arctic-disappearing-act,300,Not Swapped,493.531,2,1,1
AdoringNormal,arctic-in-ice,301,Not Swapped,526.357,2,3,1
AdoringNormal,arctic-cause-of-death,302,Swapped,4095.132,4,0,0
AdoringNormal,kelp-musselfest-solution,303,Swapped,4.865,3,0,0
AdoringNormal,arctic-cause-of-death,304,Swapped,138.796,4,0,0
AdoringNormal,kelp-musselfest-solution,305,Not Swapped,14014.354000000001,3,3,1
AdoringNormal,kelp-refuge-failure,306,Not Swapped,1470.651,1,8,1
AdoringNormal,kelp-refuge-failure-simulation,307,Not Swapped,214.866,1,1,1
AdoringNormal,kelp-save-urchin-barren,308,Not Swapped,1125.26,3,1,1
AdoringNormal,kelp-urchin-farm,309,Not Swapped,764.617,1,1,1
AdoringNormal,bayou-boom-cause,310,Not Swapped,743.283,1,2,1
AdoringNormal,bayou-alt-energy,311,Not Swapped,14121.394,4,2,1
AdoringNormal,bayou-methanogen,312,Swapped,5047.287,3,2,0
AdoringNormal,coral-fishy-bizz,313,Not Swapped,10790.747,2,1,1
AdoringNormal,coral-much-algae,314,Not Swapped,412.53,1,3,1
AdoringNormal,coral-tang-checkup,315,Not Swapped,2602.521,1,5,1
AdoringNormal,coral-hunting-lions,316,Swapped,2353.728,6,1,0
AdoringNormal,coral-stressed,317,Not Swapped,307.165,1,2,1
AdoringNormal,coral-casting-shade,318,Not Swapped,744.023,1,8,1
AdoringNormal,coral-eat-seaweed,319,Not Swapped,520.902,1,1,1
AdoringNormal,coral-ocean-plastics,320,Not Swapped,350.185,1,1,1
AdoringNormal,arctic-picky-eaters,321,Not Swapped,4339.923999999999,3,2,2
AdoringNormal,arctic-salmon-competition,322,Swapped,2276.977,2,1,0
AdoringNormal,coral-hunting-lions,323,Swapped,2332.3360000000002,6,0,0
AdoringNormal,arctic-picky-eaters,324,Swapped,0.002,3,0,0
AdoringNormal,coral-hunting-lions,325,Not Swapped,6699.579,6,5,1
AdoringNormal,arctic-salmon-competition,326,Not Swapped,291.966,2,0,1
AdoringNormal,arctic-seal-habitats,327,Not Swapped,1685.345,1,4,1
AdoringNormal,above-n-below,328,Swapped,601.409,3,0,0
AdoringNormal,bayou-methanogen,329,Not Swapped,423.844,3,1,1
AdoringNormal,bayou-blue-waters,330,Not Swapped,955.862,2,4,1
AdoringNormal,bayou-dirty-detritus,331,Not Swapped,7481.7,4,4,1
AdoringNormal,bayou-oxygen-tracking,332,Not Swapped,530.931,1,2,1
AdoringNormal,bayou-shrimp-tastrophe,333,Swapped,3086.824,1,0,0
AdoringNormal,turtle-danger2,334,Not Swapped,3041.477,1,1,1
AdoringNormal,bayou-hide-n-seek,335,Swapped,1095.866,1,1,0
AdoringNormal,above-n-below,336,Not Swapped,10913.868,3,3,1
AdoringNormal,arctic-cause-of-death,337,Not Swapped,428.947,4,1,1
AdoringNormal,arctic-endangered-seals,338,Swapped,2475.1620000000003,2,0,0
AdoringNormal,arctic-time-of-death,339,Not Swapped,141.772,1,0,1
AdoringNormal,arctic-underneath,340,Not Swapped,8464.93,1,1,1
AdoringNormal,arctic-stationary-survival,341,Not Swapped,12508.815,3,0,0
AdvancedScheme,kelp-welcome,343,Not Swapped,157.011,1,6,1
AdvancedScheme,kelp-bull-kelp-forest,344,Not Swapped,2.697,1,0,0
AffectedDouble,kelp-welcome,345,Not Swapped,399.371,1,6,1
AffectedDouble,kelp-bull-kelp-forest,346,Not Swapped,355.309,1,2,1
AffectedDouble,kelp-shop-welcome,347,Not Swapped,153.44,1,3,1
AffectedDouble,kelp-energy,348,Not Swapped,22.895,1,0,0
AimlessRake,arctic-time-of-death,350,Swapped,185.265,1,0,0
AimlessRake,kelp-refuge-failure,351,Swapped,4.895,1,0,0
AimlessRake,kelp-mussel-fest,352,Not Swapped,652.718,1,2,1
AimlessRake,kelp-urchin-farm,353,Swapped,875.226,2,0,0
AimlessRake,coral-ocean-plastics,354,Not Swapped,1205.858,2,1,1
AimlessRake,coral-much-algae,355,Not Swapped,257.704,1,0,0
AirsickWasher,kelp-welcome,356,Not Swapped,484.403,1,6,1
AirsickWasher,kelp-bull-kelp-forest,357,Not Swapped,200.401,1,2,1
AirsickWasher,kelp-shop-welcome,358,Not Swapped,161.912,1,3,1
AirsickWasher,kelp-energy,359,Not Swapped,185.418,1,1,1
AirsickWasher,arctic-missing-whale,360,Swapped,29.394,3,0,0
AirsickWasher,arctic-salmon-monitoring,361,Not Swapped,351.835,1,0,1
AirsickWasher,arctic-missing-whale,362,Swapped,948.491,3,1,0
AirsickWasher,coral-turtle-population,363,Not Swapped,128.623,1,1,1
AirsickWasher,arctic-missing-whale,364,Not Swapped,318.707,3,2,1
AirsickWasher,displaced-reef,365,Not Swapped,341.341,1,3,1
AirsickWasher,bayou-shrimp-yields,366,Not Swapped,209.731,2,1,1
AirsickWasher,coral-fake-fix,367,Not Swapped,890.51,1,3,1
AirsickWasher,coral-lionfish-conspiracy,368,Not Swapped,138.26,1,2,1
AirsickWasher,coral-stressed,369,Not Swapped,1690.563,2,2,1
AirsickWasher,kelp-start-refuge,370,Not Swapped,355.68899999999996,2,2,2
AirsickWasher,kelp-mussel-fest,371,Not Swapped,346.399,1,2,1
AirsickWasher,kelp-urchin-barren-viz,372,Not Swapped,213.567,2,4,1
AirsickWasher,kelp-musselfest-solution,373,Swapped,2182.947,1,0,0
AirsickWasher,kelp-refuge-failure,374,Swapped,430.305,1,3,0
AirsickWasher,kelp-musselfest-solution,375,Not Swapped,52.515,1,1,1
AirsickWasher,kelp-refuge-failure,376,Not Swapped,702.958,1,5,1
AirsickWasher,kelp-urchin-farm,377,Not Swapped,204.465,1,2,1
AirsickWasher,kelp-refuge-failure-simulation,378,Not Swapped,144.49,1,1,1
AirsickWasher,kelp-urchin-barren-predict,379,Not Swapped,122.507,1,1,1
